,Topics,Sub Topic,Type,Difficulty,Project Type,Workers
3213,Back End,Express.js,S1,27,Backend,Chairul Rizqi
3214,Back End,Express.js,S1,27,Backend,Sandrian Yulianto
3215,Back End,Express.js,S3,8,Backend,Sandrian Yulianto
3216,Back End,Express.js,S3,8,Backend,Abdullah Nur Hudi
3217,Front End,Angular,S2,8,Frontend,Andi Rezal Oktavianto
3218,Front End,Angular,S2,8,Frontend,Abiyyu Diora Haqi
3219,Classification & Regression,Random Forest,S1,20,ML,Bagja Kurniadi
3220,Classification & Regression,Random Forest,S1,20,ML,Alvin Tan
3221,Classification & Regression,Random Forest,S1,20,ML,Rikip Ginanjar
3222,Classification & Regression,Random Forest,S1,20,ML,Azis Sofyanto
3223,Classification & Regression,Random Forest,S1,20,ML,Nyoman Satiya Najwa Sadha
3224,Back End,Express.js,S2,8,Backend,Abdullah Nur Hudi
3225,Back End,Express.js,S2,8,Backend,Chairul Rizqi
3226,Computer Vision,Image Segmentation,S3,28,ML,I Putu Ranantha Nugraha Suparta
3227,Computer Vision,Image Segmentation,S3,28,ML,Sarah Sema Khairunisa
3228,Computer Vision,Image Segmentation,S3,28,ML,Farel Eden
3229,Computer Vision,Image Segmentation,S3,28,ML,Azis Sofyanto
3230,Computer Vision,Image Segmentation,S3,28,ML,Bagja Kurniadi
3231,Back End,Express.js,S2,21,Backend,Wahyu Fauzan
3232,Back End,Express.js,S2,21,Backend,Sandrian Yulianto
3233,Back End,Express.js,S2,21,Backend,Chairul Rizqi
3234,Back End,Express.js,S2,21,Backend,Abdullah Nur Hudi
3235,Back End,Express.js,S2,21,Backend,Vania Kylie
3236,Data Engineering,Data Lake,S3,21,ML,Nyoman Satiya Najwa Sadha
3237,Data Engineering,Data Lake,S3,21,ML,Azis Sofyanto
3238,Data Engineering,Data Lake,S3,21,ML,Rikip Ginanjar
3239,Data Engineering,Data Lake,S3,21,ML,Bagja Kurniadi
3240,Data Engineering,Data Lake,S3,21,ML,Andhika Zulfikri
3241,Back End,Node.js,S1,8,Backend,Sandrian Yulianto
3242,Back End,Node.js,S1,8,Backend,Vania Kylie
3243,Data Engineering,Data Warehousing,S3,15,ML,Gabriel Kheisa
3244,Data Engineering,Data Warehousing,S3,15,ML,Putu Gede Agung Karna Sampalan
3245,Data Engineering,Data Warehousing,S3,15,ML,I Putu Ranantha Nugraha Suparta
3246,Data Engineering,Data Warehousing,S3,15,ML,Christopher Kristianto
3247,Data Engineering,Data Warehousing,S3,15,ML,Sarah Sema Khairunisa
3248,Front End,Angular,S3,17,Frontend,Abiyyu Diora Haqi
3249,Front End,Angular,S3,17,Frontend,Andi Rezal Oktavianto
3250,Front End,Angular,S3,17,Frontend,Iga Narendra Pramawijaya
3251,Front End,Angular,S3,17,Frontend,Muhammad Raden Syawali Akbar
3252,Front End,Angular,S3,17,Frontend,Imam
3253,Classification & Regression,Gradient Boosting,S1,6,ML,Alvin Tan
3254,Classification & Regression,Gradient Boosting,S1,6,ML,Putu Gede Agung Karna Sampalan
3255,Back End,Flask,S3,25,Backend,Abdullah Nur Hudi
3256,Back End,Flask,S3,25,Backend,Wahyu Fauzan
3257,Back End,Flask,S3,25,Backend,Vania Kylie
3258,Back End,Flask,S3,25,Backend,Chairul Rizqi
3259,Back End,Flask,S3,25,Backend,Sandrian Yulianto
3260,Data Engineering,Data Integration,S3,11,ML,Andhika Zulfikri
3261,Data Engineering,Data Integration,S3,11,ML,Azis Sofyanto
3262,Data Engineering,Data Integration,S3,11,ML,Sarah Sema Khairunisa
3263,Data Engineering,Data Integration,S3,11,ML,Rikip Ginanjar
3264,Speech / Audio,Speech Recognition,S3,10,ML,Sarah Sema Khairunisa
3265,Speech / Audio,Speech Recognition,S3,10,ML,Gabriel Kheisa
3266,Speech / Audio,Speech Recognition,S3,10,ML,Alvin Tan
3267,Speech / Audio,Speech Recognition,S3,10,ML,Azis Sofyanto
3268,Time-series,ARIMA,S3,14,ML,Rikip Ginanjar
3269,Time-series,ARIMA,S3,14,ML,Sarah Sema Khairunisa
3270,Time-series,ARIMA,S3,14,ML,Andhika Zulfikri
3271,Time-series,ARIMA,S3,14,ML,Farel Eden
3272,Front End,Vue.js,S3,26,Frontend,Muhammad Raden Syawali Akbar
3273,Front End,Vue.js,S3,26,Frontend,Imam
3274,Front End,Vue.js,S3,26,Frontend,Abiyyu Diora Haqi
3275,Front End,Vue.js,S3,26,Frontend,Iga Narendra Pramawijaya
3276,Front End,Vue.js,S3,26,Frontend,Andi Rezal Oktavianto
3277,Back End,Flask,S2,24,Backend,Abdullah Nur Hudi
3278,Back End,Flask,S2,24,Backend,Vania Kylie
3279,Back End,Flask,S2,24,Backend,Wahyu Fauzan
3280,Back End,Flask,S2,24,Backend,Sandrian Yulianto
3281,Back End,Flask,S2,24,Backend,Chairul Rizqi
3282,Data Engineering,Data Warehousing,S2,5,ML,Rikip Ginanjar
3283,Data Engineering,Data Warehousing,S2,5,ML,I Putu Ranantha Nugraha Suparta
3284,Time-series,LSTM,S3,28,ML,Farel Eden
3285,Time-series,LSTM,S3,28,ML,Gabriel Kheisa
3286,Time-series,LSTM,S3,28,ML,I Putu Ranantha Nugraha Suparta
3287,Time-series,LSTM,S3,28,ML,Nyoman Satiya Najwa Sadha
3288,Time-series,LSTM,S3,28,ML,Sarah Sema Khairunisa
3289,Computer Vision,Face Recognition,S1,22,ML,Azis Sofyanto
3290,Computer Vision,Face Recognition,S1,22,ML,I Putu Ranantha Nugraha Suparta
3291,Computer Vision,Face Recognition,S1,22,ML,Nyoman Satiya Najwa Sadha
3292,Computer Vision,Face Recognition,S1,22,ML,Sarah Sema Khairunisa
3293,Computer Vision,Face Recognition,S1,22,ML,Alvin Tan
3294,NLP,Topic Modeling,S1,16,ML,Suci Rahmadani
3295,NLP,Topic Modeling,S1,16,ML,Gabriel Kheisa
3296,NLP,Topic Modeling,S1,16,ML,Putu Gede Agung Karna Sampalan
3297,NLP,Topic Modeling,S1,16,ML,I Putu Ranantha Nugraha Suparta
3298,NLP,Topic Modeling,S1,16,ML,Sarah Sema Khairunisa
3299,Time-series,ARIMA,S3,15,ML,Azis Sofyanto
3300,Time-series,ARIMA,S3,15,ML,Gabriel Kheisa
3301,Time-series,ARIMA,S3,15,ML,Rikip Ginanjar
3302,Time-series,ARIMA,S3,15,ML,Farel Eden
3303,Time-series,ARIMA,S3,15,ML,Bagja Kurniadi
3304,Data Engineering,Data Lake,S2,5,ML,Bagja Kurniadi
3305,Data Engineering,Data Lake,S2,5,ML,Gabriel Kheisa
3306,Data Engineering,Data Integration,S1,23,ML,Sarah Sema Khairunisa
3307,Data Engineering,Data Integration,S1,23,ML,Andhika Zulfikri
3308,Data Engineering,Data Integration,S1,23,ML,I Putu Ranantha Nugraha Suparta
3309,Data Engineering,Data Integration,S1,23,ML,Christopher Kristianto
3310,Data Engineering,Data Integration,S1,23,ML,Farel Eden
3311,NLP,Named Entity Recognition,S3,12,ML,Farel Eden
3312,NLP,Named Entity Recognition,S3,12,ML,Alvin Tan
3313,NLP,Named Entity Recognition,S3,12,ML,Christopher Kristianto
3314,NLP,Named Entity Recognition,S3,12,ML,Suci Rahmadani
3315,Time-series,LSTM,S3,24,ML,Bagja Kurniadi
3316,Time-series,LSTM,S3,24,ML,Azis Sofyanto
3317,Time-series,LSTM,S3,24,ML,Alvin Tan
3318,Time-series,LSTM,S3,24,ML,Farel Eden
3319,Time-series,LSTM,S3,24,ML,Christopher Kristianto
3320,Time-series,ARIMA,S1,8,ML,Sarah Sema Khairunisa
3321,Time-series,ARIMA,S1,8,ML,Alvin Tan
3322,Back End,Express.js,S1,5,Backend,Abdullah Nur Hudi
3323,Back End,Express.js,S1,5,Backend,Chairul Rizqi
3324,Time-series,LSTM,S2,10,ML,Christopher Kristianto
3325,Time-series,LSTM,S2,10,ML,Azis Sofyanto
3326,Time-series,LSTM,S2,10,ML,Farel Eden
3327,Time-series,LSTM,S2,10,ML,Sarah Sema Khairunisa
3328,Speech / Audio,Speech Recognition,S3,13,ML,Suci Rahmadani
3329,Speech / Audio,Speech Recognition,S3,13,ML,I Putu Ranantha Nugraha Suparta
3330,Speech / Audio,Speech Recognition,S3,13,ML,Alvin Tan
3331,Speech / Audio,Speech Recognition,S3,13,ML,Nyoman Satiya Najwa Sadha
3332,Back End,Django,S3,18,Backend,Abdullah Nur Hudi
3333,Back End,Django,S3,18,Backend,Vania Kylie
3334,Back End,Django,S3,18,Backend,Wahyu Fauzan
3335,Back End,Django,S3,18,Backend,Chairul Rizqi
3336,Back End,Django,S3,18,Backend,Sandrian Yulianto
3337,Time-series,ARIMA,S2,5,ML,Suci Rahmadani
3338,Time-series,ARIMA,S2,5,ML,Farel Eden
3339,NLP,Topic Modeling,S3,25,ML,Christopher Kristianto
3340,NLP,Topic Modeling,S3,25,ML,I Putu Ranantha Nugraha Suparta
3341,NLP,Topic Modeling,S3,25,ML,Azis Sofyanto
3342,NLP,Topic Modeling,S3,25,ML,Farel Eden
3343,NLP,Topic Modeling,S3,25,ML,Nyoman Satiya Najwa Sadha
3344,Classification & Regression,Gradient Boosting,S1,11,ML,Putu Gede Agung Karna Sampalan
3345,Classification & Regression,Gradient Boosting,S1,11,ML,Rikip Ginanjar
3346,Classification & Regression,Gradient Boosting,S1,11,ML,Andhika Zulfikri
3347,Classification & Regression,Gradient Boosting,S1,11,ML,I Putu Ranantha Nugraha Suparta
3348,Classification & Regression,Gradient Boosting,S2,18,ML,Farel Eden
3349,Classification & Regression,Gradient Boosting,S2,18,ML,Putu Gede Agung Karna Sampalan
3350,Classification & Regression,Gradient Boosting,S2,18,ML,Suci Rahmadani
3351,Classification & Regression,Gradient Boosting,S2,18,ML,Sarah Sema Khairunisa
3352,Classification & Regression,Gradient Boosting,S2,18,ML,Azis Sofyanto
3353,Time-series,LSTM,S3,7,ML,Suci Rahmadani
3354,Time-series,LSTM,S3,7,ML,I Putu Ranantha Nugraha Suparta
3355,Speech / Audio,Audio Signal Processing,S1,14,ML,Sarah Sema Khairunisa
3356,Speech / Audio,Audio Signal Processing,S1,14,ML,Suci Rahmadani
3357,Speech / Audio,Audio Signal Processing,S1,14,ML,Christopher Kristianto
3358,Speech / Audio,Audio Signal Processing,S1,14,ML,Bagja Kurniadi
3359,Front End,React,S1,26,Frontend,Andi Rezal Oktavianto
3360,Front End,React,S1,26,Frontend,Iga Narendra Pramawijaya
3361,Front End,React,S1,26,Frontend,Imam
3362,Front End,React,S1,26,Frontend,Muhammad Raden Syawali Akbar
3363,Front End,React,S1,26,Frontend,Abiyyu Diora Haqi
3364,Data Engineering,Data Integration,S3,5,ML,Nyoman Satiya Najwa Sadha
3365,Data Engineering,Data Integration,S3,5,ML,Christopher Kristianto
3366,Speech / Audio,Music Information Retrieval,S1,7,ML,Bagja Kurniadi
3367,Speech / Audio,Music Information Retrieval,S1,7,ML,Andhika Zulfikri
3368,Time-series,ARIMA,S1,29,ML,Putu Gede Agung Karna Sampalan
3369,Time-series,ARIMA,S1,29,ML,Nyoman Satiya Najwa Sadha
3370,Time-series,ARIMA,S1,29,ML,Azis Sofyanto
3371,Time-series,ARIMA,S1,29,ML,Rikip Ginanjar
3372,Time-series,ARIMA,S1,29,ML,Farel Eden
3373,Back End,Django,S3,21,Backend,Abdullah Nur Hudi
3374,Back End,Django,S3,21,Backend,Chairul Rizqi
3375,Back End,Django,S3,21,Backend,Vania Kylie
3376,Back End,Django,S3,21,Backend,Sandrian Yulianto
3377,Back End,Django,S3,21,Backend,Wahyu Fauzan
3378,Classification & Regression,Random Forest,S3,18,ML,Suci Rahmadani
3379,Classification & Regression,Random Forest,S3,18,ML,Rikip Ginanjar
3380,Classification & Regression,Random Forest,S3,18,ML,Putu Gede Agung Karna Sampalan
3381,Classification & Regression,Random Forest,S3,18,ML,Alvin Tan
3382,Classification & Regression,Random Forest,S3,18,ML,I Putu Ranantha Nugraha Suparta
3383,Data Engineering,Data Lake,S1,6,ML,Bagja Kurniadi
3384,Data Engineering,Data Lake,S1,6,ML,Rikip Ginanjar
3385,Speech / Audio,Speaker Recognition,S1,23,ML,Suci Rahmadani
3386,Speech / Audio,Speaker Recognition,S1,23,ML,Alvin Tan
3387,Speech / Audio,Speaker Recognition,S1,23,ML,Nyoman Satiya Najwa Sadha
3388,Speech / Audio,Speaker Recognition,S1,23,ML,Farel Eden
3389,Speech / Audio,Speaker Recognition,S1,23,ML,Gabriel Kheisa
3390,Front End,Angular,S3,19,Frontend,Andi Rezal Oktavianto
3391,Front End,Angular,S3,19,Frontend,Iga Narendra Pramawijaya
3392,Front End,Angular,S3,19,Frontend,Imam
3393,Front End,Angular,S3,19,Frontend,Muhammad Raden Syawali Akbar
3394,Front End,Angular,S3,19,Frontend,Abiyyu Diora Haqi
3395,Data Engineering,Data Integration,S2,13,ML,Sarah Sema Khairunisa
3396,Data Engineering,Data Integration,S2,13,ML,Andhika Zulfikri
3397,Data Engineering,Data Integration,S2,13,ML,I Putu Ranantha Nugraha Suparta
3398,Data Engineering,Data Integration,S2,13,ML,Rikip Ginanjar
3399,Data Engineering,ETL,S2,18,ML,Andhika Zulfikri
3400,Data Engineering,ETL,S2,18,ML,Christopher Kristianto
3401,Data Engineering,ETL,S2,18,ML,Sarah Sema Khairunisa
3402,Data Engineering,ETL,S2,18,ML,Putu Gede Agung Karna Sampalan
3403,Data Engineering,ETL,S2,18,ML,Azis Sofyanto
3404,Time-series,ARIMA,S1,19,ML,Rikip Ginanjar
3405,Time-series,ARIMA,S1,19,ML,Andhika Zulfikri
3406,Time-series,ARIMA,S1,19,ML,Putu Gede Agung Karna Sampalan
3407,Time-series,ARIMA,S1,19,ML,Azis Sofyanto
3408,Time-series,ARIMA,S1,19,ML,Farel Eden
3409,Back End,Node.js,S3,20,Backend,Abdullah Nur Hudi
3410,Back End,Node.js,S3,20,Backend,Wahyu Fauzan
3411,Back End,Node.js,S3,20,Backend,Sandrian Yulianto
3412,Back End,Node.js,S3,20,Backend,Vania Kylie
3413,Back End,Node.js,S3,20,Backend,Chairul Rizqi
3414,Classification & Regression,Gradient Boosting,S2,8,ML,Farel Eden
3415,Classification & Regression,Gradient Boosting,S2,8,ML,Sarah Sema Khairunisa
3416,Time-series,ARIMA,S3,14,ML,Nyoman Satiya Najwa Sadha
3417,Time-series,ARIMA,S3,14,ML,Farel Eden
3418,Time-series,ARIMA,S3,14,ML,I Putu Ranantha Nugraha Suparta
3419,Time-series,ARIMA,S3,14,ML,Suci Rahmadani
3420,NLP,Named Entity Recognition,S1,20,ML,Alvin Tan
3421,NLP,Named Entity Recognition,S1,20,ML,Gabriel Kheisa
3422,NLP,Named Entity Recognition,S1,20,ML,Putu Gede Agung Karna Sampalan
3423,NLP,Named Entity Recognition,S1,20,ML,Christopher Kristianto
3424,NLP,Named Entity Recognition,S1,20,ML,Sarah Sema Khairunisa
3425,Speech / Audio,Audio Signal Processing,S3,26,ML,I Putu Ranantha Nugraha Suparta
3426,Speech / Audio,Audio Signal Processing,S3,26,ML,Suci Rahmadani
3427,Speech / Audio,Audio Signal Processing,S3,26,ML,Alvin Tan
3428,Speech / Audio,Audio Signal Processing,S3,26,ML,Putu Gede Agung Karna Sampalan
3429,Speech / Audio,Audio Signal Processing,S3,26,ML,Christopher Kristianto
3430,Data Engineering,ETL,S3,16,ML,Christopher Kristianto
3431,Data Engineering,ETL,S3,16,ML,Alvin Tan
3432,Data Engineering,ETL,S3,16,ML,Nyoman Satiya Najwa Sadha
3433,Data Engineering,ETL,S3,16,ML,Rikip Ginanjar
3434,Data Engineering,ETL,S3,16,ML,Farel Eden
3435,Speech / Audio,Speaker Recognition,S1,23,ML,Suci Rahmadani
3436,Speech / Audio,Speaker Recognition,S1,23,ML,Andhika Zulfikri
3437,Speech / Audio,Speaker Recognition,S1,23,ML,Nyoman Satiya Najwa Sadha
3438,Speech / Audio,Speaker Recognition,S1,23,ML,Gabriel Kheisa
3439,Speech / Audio,Speaker Recognition,S1,23,ML,Sarah Sema Khairunisa
3440,Front End,Angular,S3,15,Frontend,Muhammad Raden Syawali Akbar
3441,Front End,Angular,S3,15,Frontend,Andi Rezal Oktavianto
3442,Front End,Angular,S3,15,Frontend,Abiyyu Diora Haqi
3443,Front End,Angular,S3,15,Frontend,Iga Narendra Pramawijaya
3444,Front End,Angular,S3,15,Frontend,Imam
3445,Front End,Ember.js,S3,26,Frontend,Abiyyu Diora Haqi
3446,Front End,Ember.js,S3,26,Frontend,Muhammad Raden Syawali Akbar
3447,Front End,Ember.js,S3,26,Frontend,Imam
3448,Front End,Ember.js,S3,26,Frontend,Iga Narendra Pramawijaya
3449,Front End,Ember.js,S3,26,Frontend,Andi Rezal Oktavianto
3450,Time-series,LSTM,S2,18,ML,Christopher Kristianto
3451,Time-series,LSTM,S2,18,ML,Sarah Sema Khairunisa
3452,Time-series,LSTM,S2,18,ML,Bagja Kurniadi
3453,Time-series,LSTM,S2,18,ML,Nyoman Satiya Najwa Sadha
3454,Time-series,LSTM,S2,18,ML,Andhika Zulfikri
3455,Data Engineering,Data Lake,S1,21,ML,Alvin Tan
3456,Data Engineering,Data Lake,S1,21,ML,Bagja Kurniadi
3457,Data Engineering,Data Lake,S1,21,ML,Sarah Sema Khairunisa
3458,Data Engineering,Data Lake,S1,21,ML,Christopher Kristianto
3459,Data Engineering,Data Lake,S1,21,ML,Nyoman Satiya Najwa Sadha
3460,Computer Vision,Optical Character Recognition,S2,19,ML,Rikip Ginanjar
3461,Computer Vision,Optical Character Recognition,S2,19,ML,Christopher Kristianto
3462,Computer Vision,Optical Character Recognition,S2,19,ML,Putu Gede Agung Karna Sampalan
3463,Computer Vision,Optical Character Recognition,S2,19,ML,I Putu Ranantha Nugraha Suparta
3464,Computer Vision,Optical Character Recognition,S2,19,ML,Bagja Kurniadi
3465,Data Engineering,Data Lake,S1,8,ML,I Putu Ranantha Nugraha Suparta
3466,Data Engineering,Data Lake,S1,8,ML,Azis Sofyanto
3467,Back End,Django,S2,10,Backend,Vania Kylie
3468,Back End,Django,S2,10,Backend,Abdullah Nur Hudi
3469,Back End,Django,S2,10,Backend,Chairul Rizqi
3470,Back End,Django,S2,10,Backend,Wahyu Fauzan
3471,NLP,Sentiment Analysis,S3,8,ML,Putu Gede Agung Karna Sampalan
3472,NLP,Sentiment Analysis,S3,8,ML,Suci Rahmadani
3473,Back End,Express.js,S3,27,Backend,Wahyu Fauzan
3474,Back End,Express.js,S3,27,Backend,Chairul Rizqi
3475,Back End,Express.js,S3,27,Backend,Abdullah Nur Hudi
3476,Back End,Express.js,S3,27,Backend,Vania Kylie
3477,Back End,Express.js,S3,27,Backend,Sandrian Yulianto
3478,Front End,Angular,S2,23,Frontend,Andi Rezal Oktavianto
3479,Front End,Angular,S2,23,Frontend,Iga Narendra Pramawijaya
3480,Front End,Angular,S2,23,Frontend,Abiyyu Diora Haqi
3481,Front End,Angular,S2,23,Frontend,Muhammad Raden Syawali Akbar
3482,Front End,Angular,S2,23,Frontend,Imam
3483,Data Engineering,Data Warehousing,S1,22,ML,Andhika Zulfikri
3484,Data Engineering,Data Warehousing,S1,22,ML,Rikip Ginanjar
3485,Data Engineering,Data Warehousing,S1,22,ML,I Putu Ranantha Nugraha Suparta
3486,Data Engineering,Data Warehousing,S1,22,ML,Sarah Sema Khairunisa
3487,Data Engineering,Data Warehousing,S1,22,ML,Suci Rahmadani
3488,Time-series,LSTM,S1,23,ML,Gabriel Kheisa
3489,Time-series,LSTM,S1,23,ML,Farel Eden
3490,Time-series,LSTM,S1,23,ML,Andhika Zulfikri
3491,Time-series,LSTM,S1,23,ML,Azis Sofyanto
3492,Time-series,LSTM,S1,23,ML,Putu Gede Agung Karna Sampalan
3493,Computer Vision,Face Recognition,S2,24,ML,Gabriel Kheisa
3494,Computer Vision,Face Recognition,S2,24,ML,Alvin Tan
3495,Computer Vision,Face Recognition,S2,24,ML,Putu Gede Agung Karna Sampalan
3496,Computer Vision,Face Recognition,S2,24,ML,Sarah Sema Khairunisa
3497,Computer Vision,Face Recognition,S2,24,ML,Christopher Kristianto
3498,Front End,Vue.js,S1,5,Frontend,Iga Narendra Pramawijaya
3499,Front End,Vue.js,S1,5,Frontend,Imam
3500,Time-series,LSTM,S3,15,ML,Andhika Zulfikri
3501,Time-series,LSTM,S3,15,ML,Farel Eden
3502,Time-series,LSTM,S3,15,ML,Bagja Kurniadi
3503,Time-series,LSTM,S3,15,ML,Sarah Sema Khairunisa
3504,Time-series,LSTM,S3,15,ML,Alvin Tan
3505,Back End,Django,S3,28,Backend,Vania Kylie
3506,Back End,Django,S3,28,Backend,Chairul Rizqi
3507,Back End,Django,S3,28,Backend,Wahyu Fauzan
3508,Back End,Django,S3,28,Backend,Abdullah Nur Hudi
3509,Back End,Django,S3,28,Backend,Sandrian Yulianto
3510,Speech / Audio,Audio Signal Processing,S3,22,ML,Putu Gede Agung Karna Sampalan
3511,Speech / Audio,Audio Signal Processing,S3,22,ML,Nyoman Satiya Najwa Sadha
3512,Speech / Audio,Audio Signal Processing,S3,22,ML,Gabriel Kheisa
3513,Speech / Audio,Audio Signal Processing,S3,22,ML,Alvin Tan
3514,Speech / Audio,Audio Signal Processing,S3,22,ML,Christopher Kristianto
3515,Data Engineering,Data Lake,S2,9,ML,Andhika Zulfikri
3516,Data Engineering,Data Lake,S2,9,ML,Sarah Sema Khairunisa
3517,Classification & Regression,Linear Regression,S2,24,ML,Gabriel Kheisa
3518,Classification & Regression,Linear Regression,S2,24,ML,Farel Eden
3519,Classification & Regression,Linear Regression,S2,24,ML,Putu Gede Agung Karna Sampalan
3520,Classification & Regression,Linear Regression,S2,24,ML,Rikip Ginanjar
3521,Classification & Regression,Linear Regression,S2,24,ML,Nyoman Satiya Najwa Sadha
3522,Data Engineering,ETL,S1,8,ML,Sarah Sema Khairunisa
3523,Data Engineering,ETL,S1,8,ML,Rikip Ginanjar
3524,Classification & Regression,Logistic Regression,S2,20,ML,Bagja Kurniadi
3525,Classification & Regression,Logistic Regression,S2,20,ML,Alvin Tan
3526,Classification & Regression,Logistic Regression,S2,20,ML,Rikip Ginanjar
3527,Classification & Regression,Logistic Regression,S2,20,ML,Nyoman Satiya Najwa Sadha
3528,Classification & Regression,Logistic Regression,S2,20,ML,Azis Sofyanto
3529,Data Engineering,Data Lake,S1,27,ML,Alvin Tan
3530,Data Engineering,Data Lake,S1,27,ML,Nyoman Satiya Najwa Sadha
3531,Data Engineering,Data Lake,S1,27,ML,Andhika Zulfikri
3532,Data Engineering,Data Lake,S1,27,ML,Sarah Sema Khairunisa
3533,Data Engineering,Data Lake,S1,27,ML,Bagja Kurniadi
3534,Computer Vision,Image Segmentation,S3,23,ML,Azis Sofyanto
3535,Computer Vision,Image Segmentation,S3,23,ML,Andhika Zulfikri
3536,Computer Vision,Image Segmentation,S3,23,ML,Nyoman Satiya Najwa Sadha
3537,Computer Vision,Image Segmentation,S3,23,ML,Alvin Tan
3538,Computer Vision,Image Segmentation,S3,23,ML,Farel Eden
3539,Front End,Ember.js,S2,13,Frontend,Muhammad Raden Syawali Akbar
3540,Front End,Ember.js,S2,13,Frontend,Iga Narendra Pramawijaya
3541,Front End,Ember.js,S2,13,Frontend,Abiyyu Diora Haqi
3542,Front End,Ember.js,S2,13,Frontend,Andi Rezal Oktavianto
3543,Back End,Flask,S2,8,Backend,Sandrian Yulianto
3544,Back End,Flask,S2,8,Backend,Abdullah Nur Hudi
3545,Back End,Express.js,S3,17,Backend,Vania Kylie
3546,Back End,Express.js,S3,17,Backend,Chairul Rizqi
3547,Back End,Express.js,S3,17,Backend,Wahyu Fauzan
3548,Back End,Express.js,S3,17,Backend,Abdullah Nur Hudi
3549,Back End,Express.js,S3,17,Backend,Sandrian Yulianto
3550,NLP,Sentiment Analysis,S3,29,ML,Suci Rahmadani
3551,NLP,Sentiment Analysis,S3,29,ML,Azis Sofyanto
3552,NLP,Sentiment Analysis,S3,29,ML,Gabriel Kheisa
3553,NLP,Sentiment Analysis,S3,29,ML,Christopher Kristianto
3554,NLP,Sentiment Analysis,S3,29,ML,Putu Gede Agung Karna Sampalan
3555,Back End,Express.js,S1,24,Backend,Abdullah Nur Hudi
3556,Back End,Express.js,S1,24,Backend,Chairul Rizqi
3557,Back End,Express.js,S1,24,Backend,Wahyu Fauzan
3558,Back End,Express.js,S1,24,Backend,Sandrian Yulianto
3559,Back End,Express.js,S1,24,Backend,Vania Kylie
3560,Speech / Audio,Speech Recognition,S3,11,ML,Christopher Kristianto
3561,Speech / Audio,Speech Recognition,S3,11,ML,Gabriel Kheisa
3562,Speech / Audio,Speech Recognition,S3,11,ML,Andhika Zulfikri
3563,Speech / Audio,Speech Recognition,S3,11,ML,Bagja Kurniadi
3564,NLP,Topic Modeling,S3,23,ML,Bagja Kurniadi
3565,NLP,Topic Modeling,S3,23,ML,Nyoman Satiya Najwa Sadha
3566,NLP,Topic Modeling,S3,23,ML,Alvin Tan
3567,NLP,Topic Modeling,S3,23,ML,I Putu Ranantha Nugraha Suparta
3568,NLP,Topic Modeling,S3,23,ML,Suci Rahmadani
3569,Front End,React,S2,18,Frontend,Andi Rezal Oktavianto
3570,Front End,React,S2,18,Frontend,Abiyyu Diora Haqi
3571,Front End,React,S2,18,Frontend,Muhammad Raden Syawali Akbar
3572,Front End,React,S2,18,Frontend,Iga Narendra Pramawijaya
3573,Front End,React,S2,18,Frontend,Imam
3574,Classification & Regression,Linear Regression,S2,21,ML,Farel Eden
3575,Classification & Regression,Linear Regression,S2,21,ML,I Putu Ranantha Nugraha Suparta
3576,Classification & Regression,Linear Regression,S2,21,ML,Bagja Kurniadi
3577,Classification & Regression,Linear Regression,S2,21,ML,Suci Rahmadani
3578,Classification & Regression,Linear Regression,S2,21,ML,Azis Sofyanto
3579,Speech / Audio,Speech Recognition,S1,20,ML,Rikip Ginanjar
3580,Speech / Audio,Speech Recognition,S1,20,ML,Suci Rahmadani
3581,Speech / Audio,Speech Recognition,S1,20,ML,Bagja Kurniadi
3582,Speech / Audio,Speech Recognition,S1,20,ML,Farel Eden
3583,Speech / Audio,Speech Recognition,S1,20,ML,I Putu Ranantha Nugraha Suparta
3584,Front End,Angular,S1,26,Frontend,Andi Rezal Oktavianto
3585,Front End,Angular,S1,26,Frontend,Abiyyu Diora Haqi
3586,Front End,Angular,S1,26,Frontend,Iga Narendra Pramawijaya
3587,Front End,Angular,S1,26,Frontend,Imam
3588,Front End,Angular,S1,26,Frontend,Muhammad Raden Syawali Akbar
3589,Computer Vision,Object Detection,S1,28,ML,Alvin Tan
3590,Computer Vision,Object Detection,S1,28,ML,Bagja Kurniadi
3591,Computer Vision,Object Detection,S1,28,ML,Putu Gede Agung Karna Sampalan
3592,Computer Vision,Object Detection,S1,28,ML,Gabriel Kheisa
3593,Computer Vision,Object Detection,S1,28,ML,Sarah Sema Khairunisa
3594,Front End,Angular,S2,22,Frontend,Andi Rezal Oktavianto
3595,Front End,Angular,S2,22,Frontend,Imam
3596,Front End,Angular,S2,22,Frontend,Muhammad Raden Syawali Akbar
3597,Front End,Angular,S2,22,Frontend,Abiyyu Diora Haqi
3598,Front End,Angular,S2,22,Frontend,Iga Narendra Pramawijaya
3599,Speech / Audio,Speech Recognition,S1,16,ML,Gabriel Kheisa
3600,Speech / Audio,Speech Recognition,S1,16,ML,Bagja Kurniadi
3601,Speech / Audio,Speech Recognition,S1,16,ML,Azis Sofyanto
3602,Speech / Audio,Speech Recognition,S1,16,ML,Alvin Tan
3603,Speech / Audio,Speech Recognition,S1,16,ML,Christopher Kristianto
3604,Computer Vision,Object Detection,S2,20,ML,Azis Sofyanto
3605,Computer Vision,Object Detection,S2,20,ML,Sarah Sema Khairunisa
3606,Computer Vision,Object Detection,S2,20,ML,Rikip Ginanjar
